,Feature,Importance,inner,outer
57,MYC,-0.00021180008498833391,0,1
58,RAS_i,-0.0002210300203738802,0,1
59,NOS3,-0.00022591828297480188,0,1
60,MCL1,-0.00022600135528927368,0,1
61,STK11,-0.00023070815326486915,0,1
62,NFKB1,-0.00025972738594581823,0,1
63,JUN,-0.0002607886299766937,0,1
64,NF2,-0.00027794703813133204,0,1
65,RAC1,-0.00031791526497293443,0,1
66,ESR1,-0.0003316613177415384,0,1
67,DC,-0.00034072588691291816,0,1
68,SGK1,-0.000346377972715195,0,1
69,CYCS,-0.00035127381431820925,0,1
70,MYOG,-0.00037604952227399124,0,1
71,BIM,-0.00038221474404709355,0,1
72,P21,-0.00038662385101739805,0,1
73,PRKAA2,-0.0004101897580321978,0,1
74,RAF1,-0.000413902700321378,0,1
75,PAK1,-0.00042280481009993043,0,1
76,IL1B,-0.00042289119339811165,0,1
77,CYCLIN_D_c,-0.0004337966081497946,0,1
78,TSC2,-0.0004342844214677566,0,1
79,GRB2,-0.0004405548663929393,0,1
80,PG,-0.0004881079413467937,0,1
81,MYOD1,-0.0004960605119853634,0,1
82,BAK1,-0.0005095300323014751,0,1
83,BAX,-0.0005307585838986162,0,1
84,PDPK1,-0.0005352399587928991,0,1
85,JAK2,-0.0005382416502411891,0,1
86,E2F1,-0.000540290676260935,0,1
87,HRAS,-0.0005581080429449825,0,1
88,PIP3,-0.0005609217554137791,0,1
89,CEBPB,-0.0005609519629750093,0,1
90,MAPK8,-0.0006099143185223088,0,1
91,GSK3B,-0.000622919750624007,0,1
92,MEK_i,-0.0007032140654353869,0,1
93,AXIN1,-0.0007274171976542343,0,1
94,EGF,-0.0007304552942966058,0,1
95,GRB7,-0.0007402396079034812,0,1
96,CREB1,-0.0007411318605669015,0,1
97,ERK_i,-0.0007619419141898787,0,1
98,BCL2,-0.0007674781064007652,0,1
99,EGFR,-0.0007707022947576192,0,1
100,SRC,-0.0008146775805482065,0,1
101,TRADD,-0.0008506738552370718,0,1
102,S6K1,-0.000878880537959259,0,1
103,NOTCH1,-0.0009836539392946708,0,1
104,BAD,-0.0010435131557136046,0,1
105,EIF4E,-0.0011139481057209633,0,1
106,PPARG,-0.001116667932745341,0,1
107,BID,-0.00120563587769007,0,1
108,NF1,-0.001371284779850268,0,1
109,MTORC1_c,-0.0014808760295945689,0,1
110,NCID,-0.0015097707628851653,0,1
111,STAT1,-0.001563036395588191,0,1
112,RHEB,-0.0017335200378743032,0,1
113,MTORC2_c,-0.0019086801536433162,0,1
114,CASP9,-0.0019118227343216665,0,1
115,IVEBP1,-0.0022233793851699213,0,1
116,KMT2D,-0.00867949834219428,0,1
0,PGR,0.053110134847650814,1,1
1,MTORC1_c,0.015616551950291657,1,1
2,ESR1,0.008205629210639054,1,1
3,FOXO3,0.004563818555921917,1,1
4,S6K1,0.004421481580034747,1,1
5,IGF1R,0.00441976191900062,1,1
6,HES1,0.003886067031334761,1,1
7,INS,0.00332059295228615,1,1
8,FZD3,0.002980006245412059,1,1
9,WNT1,0.002568794986369527,1,1
10,NFKB1,0.002297915593612032,1,1
11,PTEN,0.0021005766306203544,1,1
12,TWIST1,0.0012717805230600954,1,1
13,BID,0.001150665365747483,1,1
14,MYC,0.0010743128375798605,1,1
15,PAK1,0.0009531878546511496,1,1
16,PAK2,0.0009114950304117686,1,1
17,PRB,0.0005346846235743108,1,1
18,NRG1,0.000505518895778323,1,1
19,AKT_i,0.0004917051612648438,1,1
20,CASP3,0.00048404631083509564,1,1
21,SOS1,0.0004500828157241177,1,1
22,ABL1,0.0003404626352292439,1,1
23,ES,0.0002913929888366251,1,1
24,MYOG,0.00020064862372148884,1,1
25,IVEBP1,0.00019961836301862768,1,1
26,STK11,0.00010861746963009011,1,1
27,CEBPB,0.00010723151660252395,1,1
28,E2F1,9.730268303176359e-05,1,1
29,RND1,7.273796205631289e-05,1,1
30,PDPK1,6.698570371421741e-05,1,1
31,P53,4.664177931823499e-05,1,1
32,RAC1,4.012704196232342e-05,1,1
33,APC,3.547251210767044e-05,1,1
34,YAP1,1.4733646823694713e-06,1,1
35,DC,-2.0473145455279784e-05,1,1
36,DLL_i,-3.2180156004368854e-05,1,1
37,FAS,-3.82824447834329e-05,1,1
38,CYCLIN_D_c,-3.850254532100639e-05,1,1
39,CDKN2A,-3.8616928492940517e-05,1,1
40,NCID,-4.4399715380949445e-05,1,1
41,MDM2,-5.714576992210674e-05,1,1
42,IL8,-6.758801262229941e-05,1,1
43,CTNNB1,-7.748882948255265e-05,1,1
44,HSP90AA1,-8.844873780233797e-05,1,1
45,IL6R,-9.121245818521917e-05,1,1
46,IGF1,-9.283783866975703e-05,1,1
47,ABL2,-9.326039173207512e-05,1,1
48,FASLG,-0.00010519080586413043,1,1
49,CYCS,-0.00012071122812495894,1,1
50,TCF4,-0.00012623106274356477,1,1
51,TEAD1,-0.00012899985716063878,1,1
52,STAT3,-0.0001296151635081788,1,1
53,EGFR,-0.00013111295168843906,1,1
54,GATA3,-0.00014618911961683523,1,1
55,RELA,-0.000147634666029961,1,1
56,RAF1,-0.00016740713588558886,1,1
57,PRKAA2,-0.00019934765047935343,1,1
58,STAT5,-0.00019980869337254958,1,1
59,NOTCH1,-0.0002111996752165446,1,1
60,FADD,-0.00024075553223712465,1,1
61,HER3,-0.00025532648643111777,1,1
62,GRB7,-0.0002553987358100418,1,1
63,TRADD,-0.0002679234927335239,1,1
64,BCL2,-0.00027455136648835143,1,1
65,STAT1,-0.00027554534286922117,1,1
66,BCLXL,-0.00030021824127224317,1,1
67,BIM,-0.0003100300499457864,1,1
68,PPARG,-0.00031042537369752043,1,1
69,ERK_i,-0.00032329711982204135,1,1
70,LATS1,-0.00034938530184480676,1,1
71,HER2,-0.00037763917894806376,1,1
72,FOXO1,-0.000396064226265036,1,1
73,MEK_i,-0.00040380305048992593,1,1
74,KRT14,-0.000419956490778417,1,1
75,SGK1,-0.0004388219958555428,1,1
76,HEY1,-0.00044501450014922117,1,1
77,IL6,-0.0004517819412066526,1,1
78,EGF,-0.000493084705668223,1,1
79,SRC,-0.0005170611935897407,1,1
80,DVL1,-0.0005578663031892139,1,1
81,MCL1,-0.0005919452358520427,1,1
82,PIP3,-0.0006157010517828798,1,1
83,NEDD4L,-0.0006277969505423808,1,1
84,LCK,-0.0006385320167264785,1,1
85,PI3K_c,-0.0006468274175740474,1,1
86,CASP8,-0.0006694353599716596,1,1
87,GSK3B,-0.0006702227315020792,1,1
88,RHEB,-0.0006742105857906466,1,1
89,MAPK8,-0.0006773639944368526,1,1
90,PAX7,-0.0006814082184686265,1,1
91,BAK1,-0.0006849056584269375,1,1
92,NOS3,-0.0007192021472388621,1,1
93,INSR,-0.0007220087940872366,1,1
94,NF2,-0.0007303918019511135,1,1
95,AXIN1,-0.0007405657885052319,1,1
96,BAX,-0.0007656808094271828,1,1
97,PIM,-0.0007717553763506579,1,1
98,CREB1,-0.0007799198055747913,1,1
99,P21,-0.0008052300012562075,1,1
100,TSC2,-0.0008347561829479266,1,1
101,PRKACA,-0.0008432639349074122,1,1
102,RAS_i,-0.0008561249415784955,1,1
103,MYOD1,-0.000932465346971334,1,1
104,JAK2,-0.0010636733851212554,1,1
105,JUN,-0.0010794744954214508,1,1
106,GRB2,-0.0011704770741438608,1,1
107,BAD,-0.0013681901018480769,1,1
108,IL1B,-0.0014012577803040882,1,1
109,HRAS,-0.0014427058701842466,1,1
110,PG,-0.0015509949587959593,1,1
111,CASP9,-0.001561943476884875,1,1
112,MTORC2_c,-0.0019645457420987,1,1
113,IRS1,-0.002022091427587469,1,1
114,KMT2D,-0.002440113722144699,1,1
115,EIF4E,-0.0027546088507311994,1,1
116,NF1,-0.004783573569136834,1,1
0,PGR,0.06267197543431524,2,1
1,HES1,0.0034015185101393675,2,1
2,ERK_i,0.0030821771348271687,2,1
3,EIF4E,0.002883650547193528,2,1
4,MTORC1_c,0.002766823889325365,2,1
5,FOXO3,0.002573695869480974,2,1
6,MTORC2_c,0.002497754388350426,2,1
7,PTEN,0.0024550983245419378,2,1
8,S6K1,0.0017360391903779027,2,1
9,TRADD,0.001300441306601563,2,1
10,IGF1,0.0012951382889377916,2,1
11,WNT1,0.0011557474750669705,2,1
12,EGFR,0.0011335156881495667,2,1
13,PAK2,0.0010641312118843116,2,1
14,BAD,0.0009833679391567651,2,1
15,DVL1,0.0009292048218203508,2,1
16,NFKB1,0.0008253152516376483,2,1
17,CDKN2A,0.000741320115528965,2,1
18,RAC1,0.0006496711248311637,2,1
19,PRB,0.0006203678738619933,2,1
20,FZD3,0.0005745695581675925,2,1
21,MCL1,0.0005601416580726104,2,1
22,NCID,0.000492348129066511,2,1
23,CASP3,0.0004520801782310624,2,1
24,AKT_i,0.00044555007946023295,2,1
25,BAK1,0.00038645211032029003,2,1
26,FAS,0.000380888397094159,2,1
27,PAK1,0.00037209337476740156,2,1
28,TWIST1,0.00026610173142371796,2,1
29,CASP9,0.00026409741093214034,2,1
30,RELA,0.0002321520730611537,2,1
31,MYOG,0.00021974105123856447,2,1
32,PPARG,0.0002195300262057831,2,1
33,E2F1,0.0002166386403764653,2,1
34,NOTCH1,0.00021638210356988985,2,1
35,BCL2,0.00020847596071416064,2,1
36,NRG1,0.00019914304025958618,2,1
37,ESR1,0.0001956855747039521,2,1
38,GRB7,0.00015625159735088712,2,1
39,STAT5,0.00013227655013592354,2,1
40,DC,0.00011913157368836913,2,1
41,CEBPB,0.00011147315349457898,2,1
42,LATS1,9.848537013257275e-05,2,1
43,HRAS,7.054781414805866e-05,2,1
44,P53,4.3443065915971246e-05,2,1
45,BIM,2.8944142961173647e-05,2,1
46,HEY1,2.086269101830851e-05,2,1
47,EGF,1.0721023482651582e-05,2,1
48,GRB2,6.142236420703107e-06,2,1
49,RAF1,4.072128437893063e-06,2,1
50,MAPK8,3.3442835096764156e-06,2,1
51,IL6,2.673313948986511e-06,2,1
52,TCF4,-5.275899689904939e-06,2,1
53,ABL2,-1.88805063456865e-05,2,1
54,CYCLIN_D_c,-2.1768642577191244e-05,2,1
55,PIM,-3.263336945524831e-05,2,1
56,P21,-4.0171224494400803e-05,2,1
57,IL8,-4.500030810594691e-05,2,1
58,LCK,-5.536831708463641e-05,2,1
59,IL6R,-5.5873591944477496e-05,2,1
60,MYOD1,-6.270910887107295e-05,2,1
61,STAT3,-6.454388479326667e-05,2,1
62,GSK3B,-6.857167662621677e-05,2,1
63,APC,-7.077168571378856e-05,2,1
64,FASLG,-0.00010141401337671052,2,1
65,STK11,-0.0001060857827765993,2,1
66,TEAD1,-0.00011282107653565188,2,1
67,HER2,-0.00013773238524972253,2,1
68,YAP1,-0.000138490067830066,2,1
69,CASP8,-0.00013951138928258722,2,1
70,PAX7,-0.00015140440543681688,2,1
71,PDPK1,-0.00016380873833954368,2,1
72,CYCS,-0.00016985826204019006,2,1
73,NEDD4L,-0.00019458657432303017,2,1
74,PRKACA,-0.00019719639103110698,2,1
75,IVEBP1,-0.00021066091716936963,2,1
76,IL1B,-0.00021817061167350715,2,1
77,IGF1R,-0.00022462208692675123,2,1
78,CTNNB1,-0.0002312113731404164,2,1
79,IRS1,-0.00023404770341273196,2,1
80,CREB1,-0.00023885116893784808,2,1
81,HER3,-0.00024153941400151258,2,1
82,MDM2,-0.00024500986515718637,2,1
83,PRKAA2,-0.000254341409770209,2,1
84,NF2,-0.0002577001241124144,2,1
85,ABL1,-0.0002654926835445881,2,1
86,KRT14,-0.00027040523198851307,2,1
87,FADD,-0.00031011976574168987,2,1
88,BAX,-0.0003158775933842506,2,1
89,PI3K_c,-0.0003184238580881127,2,1
90,HSP90AA1,-0.0003828193010526615,2,1
91,INSR,-0.0003926859893528256,2,1
92,PIP3,-0.0004969677919688387,2,1
93,NOS3,-0.0005328430605628931,2,1
94,BID,-0.0005374630693992799,2,1
95,RND1,-0.0005429647415491345,2,1
96,SGK1,-0.0005976748933371745,2,1
97,MEK_i,-0.0005999958736990774,2,1
98,STAT1,-0.0006013400182910411,2,1
99,JAK2,-0.0006191044224843623,2,1
100,SOS1,-0.0006225148369309874,2,1
101,FOXO1,-0.0006335727091427712,2,1
102,SRC,-0.00067347835185394,2,1
103,BCLXL,-0.0007219206642817833,2,1
104,RHEB,-0.000758975985295951,2,1
105,RAS_i,-0.0007907700826687014,2,1
106,GATA3,-0.0008252761401413844,2,1
107,MYC,-0.0008947985985328089,2,1
108,INS,-0.0009164048448867534,2,1
109,ES,-0.0010936414587258136,2,1
110,JUN,-0.0011402651011097609,2,1
111,TSC2,-0.0015233350045651406,2,1
112,PG,-0.0015451554738270534,2,1
113,DLL_i,-0.0016362939123995002,2,1
114,KMT2D,-0.0025398326960833773,2,1
115,AXIN1,-0.0031370142806808055,2,1
116,NF1,-0.003671781128014251,2,1
0,PGR,0.09566969155168858,3,1
1,NFKB1,0.013897163314013805,3,1
2,FOXO3,0.006730127333227198,3,1
3,S6K1,0.00580940138167807,3,1
4,HES1,0.005336374603586824,3,1
5,IGF1R,0.0047935230128970385,3,1
6,PTEN,0.004613534307343792,3,1
7,AKT_i,0.0027407326923790665,3,1
8,KMT2D,0.0027193651951413766,3,1
9,LCK,0.002196814247329204,3,1
10,ES,0.0018347065726274092,3,1
11,ERK_i,0.0016143107158230752,3,1
12,JUN,0.0013275656242903722,3,1
13,ESR1,0.001244739394917982,3,1
14,EIF4E,0.0012273609830220078,3,1
15,SOS1,0.0011713119574396913,3,1
16,GRB2,0.0010318063259459054,3,1
17,CDKN2A,0.0009610199785409224,3,1
18,WNT1,0.0008177141200461646,3,1
19,BIM,0.0008087304061322742,3,1
20,CASP3,0.0007758365004030265,3,1
21,NRG1,0.0007172772536093719,3,1
22,BAK1,0.0006105705331973521,3,1
23,P21,0.0005946599230174376,3,1
24,FAS,0.0005322158762085527,3,1
25,GSK3B,0.0005253794858963712,3,1
26,PAK1,0.0004191390551320229,3,1
27,RND1,0.0003655851570044666,3,1
28,MYOD1,0.00036185544719502527,3,1
29,PAK2,0.00030734732185999647,3,1
30,STAT3,0.00025295386571722034,3,1
31,PG,0.0002248350958086176,3,1
32,RAC1,0.00018926038909750087,3,1
33,NOTCH1,0.00014307251691891842,3,1
34,FADD,0.00012494112917893485,3,1
35,DVL1,0.00012162960991846106,3,1
36,PDPK1,0.0001202425879374136,3,1
37,BID,0.00010972372225592775,3,1
38,CYCS,0.00010633011186755859,3,1
39,YAP1,9.5753552166844e-05,3,1
40,PAX7,5.5681530631290777e-05,3,1
41,BCL2,4.027258195848926e-05,3,1
42,GRB7,1.3372498774422148e-05,3,1
43,HER3,6.9670615940875535e-06,3,1
44,MYOG,2.4734950724303317e-06,3,1
45,CASP8,-2.6684569641721723e-06,3,1
46,HER2,-2.9603765229202494e-06,3,1
47,FZD3,-1.15845293754413e-05,3,1
48,ABL2,-2.0330648508370963e-05,3,1
49,LATS1,-2.558155714937893e-05,3,1
50,NOS3,-2.5718727362677996e-05,3,1
51,P53,-2.9429050189988537e-05,3,1
52,ABL1,-3.0318166690634918e-05,3,1
53,SGK1,-3.567963396033935e-05,3,1
54,SRC,-4.454786662433374e-05,3,1
55,IL6R,-6.249794504609163e-05,3,1
56,TEAD1,-6.806258717295677e-05,3,1
57,MDM2,-6.888642819458113e-05,3,1
58,FASLG,-7.486656459509966e-05,3,1
59,CTNNB1,-8.592107110827474e-05,3,1
60,CYCLIN_D_c,-9.395785058097239e-05,3,1
61,INS,-9.774359650216446e-05,3,1
62,IGF1,-9.833130326142303e-05,3,1
63,APC,-9.954294730873947e-05,3,1
64,GATA3,-0.00011457735962216997,3,1
65,INSR,-0.00013976095839918212,3,1
66,STK11,-0.0001462759818419146,3,1
67,PRKACA,-0.0001621086593496246,3,1
68,RHEB,-0.0001659435470549031,3,1
69,IL1B,-0.00018982351376140016,3,1
70,HEY1,-0.00019127306696653523,3,1
71,STAT5,-0.00019458884673895227,3,1
72,RELA,-0.00020778164538837185,3,1
73,MYC,-0.00021784544544589668,3,1
74,DC,-0.00023563964456885245,3,1
75,TCF4,-0.00023754590584690316,3,1
76,IL6,-0.0002410933193075504,3,1
77,HSP90AA1,-0.00024421719503775474,3,1
78,IL8,-0.00025435586510358377,3,1
79,MAPK8,-0.00025519460893141943,3,1
80,PI3K_c,-0.0002572859336666955,3,1
81,BCLXL,-0.0002670688167295543,3,1
82,HRAS,-0.00031528209513176364,3,1
83,RAF1,-0.000342957229352181,3,1
84,AXIN1,-0.00036269176544101445,3,1
85,MCL1,-0.000379594032023034,3,1
86,CREB1,-0.00038122444229560237,3,1
87,KRT14,-0.0004079607869029722,3,1
88,MEK_i,-0.00041079764690910014,3,1
89,TWIST1,-0.00046184977856167375,3,1
90,PIM,-0.00046280096642314916,3,1
91,CEBPB,-0.0004774409462822149,3,1
92,BAX,-0.0004932484179682728,3,1
93,PPARG,-0.0005186372462041566,3,1
94,NEDD4L,-0.000565914938989609,3,1
95,JAK2,-0.0005812270722896917,3,1
96,NF2,-0.0005933934294878318,3,1
97,TRADD,-0.0006031985830974307,3,1
98,NCID,-0.0006105675944502176,3,1
99,BAD,-0.0006223382323673476,3,1
100,PRKAA2,-0.0006541078076447437,3,1
101,MTORC2_c,-0.0008387227525192831,3,1
102,PRB,-0.0008787215114334224,3,1
103,EGF,-0.0008843333696642031,3,1
104,RAS_i,-0.0008880418552893454,3,1
105,IRS1,-0.0009370323557549298,3,1
106,STAT1,-0.0009501286736722792,3,1
107,FOXO1,-0.001025555143385426,3,1
108,MTORC1_c,-0.0012330794365130737,3,1
109,TSC2,-0.0012873495406680036,3,1
110,PIP3,-0.0013143235860098024,3,1
111,EGFR,-0.0013761445754669754,3,1
112,E2F1,-0.0015294444327166312,3,1
113,DLL_i,-0.0018273427865636016,3,1
114,NF1,-0.0021469310586683665,3,1
115,CASP9,-0.002449454120034833,3,1
116,IVEBP1,-0.0032520697559534906,3,1
0,PGR,0.04030628114659052,4,1
1,NFKB1,0.013524744001439215,4,1
2,S6K1,0.012041953121045168,4,1
3,NF1,0.011386801999658025,4,1
4,BAK1,0.004089084017391609,4,1
5,HES1,0.0036863032497824744,4,1
6,ESR1,0.0028737384272147226,4,1
7,DVL1,0.002440336749906291,4,1
8,FZD3,0.002282364453151775,4,1
9,WNT1,0.001966134961366661,4,1
10,AXIN1,0.0014844286794565287,4,1
11,JUN,0.0013208580995440755,4,1
12,EIF4E,0.0011524720279558753,4,1
13,ERK_i,0.0011126647999740724,4,1
14,CASP3,0.0009538854799200358,4,1
15,HSP90AA1,0.0009020919770966751,4,1
16,SOS1,0.0008571589976092975,4,1
17,BID,0.0008475130189697921,4,1
18,RAF1,0.0008296408117124399,4,1
19,JAK2,0.0007360260135181873,4,1
20,RHEB,0.0006870139332043612,4,1
21,AKT_i,0.0006711967077215331,4,1
22,PRKAA2,0.0006182199500980312,4,1
23,INSR,0.0005054722944678458,4,1
24,FASLG,0.0005021455107160344,4,1
25,PAK2,0.0004730928974102655,4,1
26,LCK,0.0004683945575421067,4,1
27,IGF1R,0.00046049730606767536,4,1
28,NOTCH1,0.00044992740588423175,4,1
29,PAX7,0.0004490655696623991,4,1
30,CYCS,0.0004232874854686042,4,1
31,FADD,0.0004108757608458635,4,1
32,CASP9,0.0004002192796753734,4,1
33,MTORC2_c,0.0003929799764672559,4,1
34,PTEN,0.00038111801184392835,4,1
35,STAT3,0.00033599596534783505,4,1
36,DLL_i,0.00032723297893744174,4,1
37,RND1,0.00031891190328903196,4,1
38,IRS1,0.00025423508619959456,4,1
39,YAP1,0.00024988767671751955,4,1
40,PDPK1,0.0002276420707822968,4,1
41,NF2,0.00020442501659068135,4,1
42,STAT1,8.690309565784204e-05,4,1
43,LATS1,6.471088863702068e-05,4,1
44,RAC1,4.8258703630010835e-05,4,1
45,MCL1,3.9606426296079356e-05,4,1
46,FAS,3.201036844258098e-05,4,1
47,RAS_i,2.4277777638359588e-05,4,1
48,NRG1,1.758399150852963e-05,4,1
49,CTNNB1,-9.428338774819522e-06,4,1
50,STAT5,-1.354512221707349e-05,4,1
51,STK11,-2.1590908965363198e-05,4,1
52,PIM,-5.023322049757528e-05,4,1
53,APC,-5.3514964450052105e-05,4,1
54,CDKN2A,-5.352367953426196e-05,4,1
55,MAPK8,-5.5697682293298634e-05,4,1
56,TEAD1,-5.589736350453123e-05,4,1
57,P53,-6.878692874923154e-05,4,1
58,MDM2,-7.666955527518837e-05,4,1
59,MYOD1,-8.631039264106466e-05,4,1
60,ABL2,-9.49220504274928e-05,4,1
61,GATA3,-9.785026904496341e-05,4,1
62,GSK3B,-9.903501583607976e-05,4,1
63,CEBPB,-0.00010065705933659519,4,1
64,TCF4,-0.00010089125739642935,4,1
65,BCL2,-0.0001246557799056136,4,1
66,NEDD4L,-0.00013080119664810042,4,1
67,ABL1,-0.00013189035468741395,4,1
68,IL8,-0.0001783253379324945,4,1
69,PPARG,-0.00018535523681684207,4,1
70,SRC,-0.0002009694802413975,4,1
71,BAD,-0.00020735301917806925,4,1
72,TSC2,-0.00020764207332513163,4,1
73,TRADD,-0.00021784450155470925,4,1
74,TWIST1,-0.00022164653384271205,4,1
75,P21,-0.00023533721317781087,4,1
76,BCLXL,-0.0002496307901760364,4,1
77,CYCLIN_D_c,-0.000251721199524213,4,1
78,GRB7,-0.0002596678475037528,4,1
79,HEY1,-0.0002727304679600584,4,1
80,SGK1,-0.0002783578028652256,4,1
81,HER3,-0.00029769367402354696,4,1
82,MEK_i,-0.00030715063936304077,4,1
83,MYC,-0.00031648442461429394,4,1
84,MYOG,-0.0003318251507913317,4,1
85,RELA,-0.0003349359176758604,4,1
86,IGF1,-0.000338888258338943,4,1
87,IL6R,-0.0003573085374234397,4,1
88,IL6,-0.0003621442789699669,4,1
89,HER2,-0.0003926552417106155,4,1
90,IL1B,-0.00039676469964489147,4,1
91,PIP3,-0.00039837160942612915,4,1
92,HRAS,-0.0004131460401952669,4,1
93,DC,-0.00041548087064502415,4,1
94,CASP8,-0.0004298723616079636,4,1
95,ES,-0.0004408769051811312,4,1
96,EGF,-0.0004947812138312857,4,1
97,PI3K_c,-0.0005131264077891107,4,1
98,CREB1,-0.000533605133557935,4,1
99,EGFR,-0.0005523704930883166,4,1
100,INS,-0.0005829337854887928,4,1
101,BAX,-0.000602900097013026,4,1
102,PRKACA,-0.0006813306692127208,4,1
103,KRT14,-0.0007337859324819673,4,1
104,PAK1,-0.0007717263885990144,4,1
105,NCID,-0.0007722563892639256,4,1
106,GRB2,-0.000788608122649026,4,1
107,E2F1,-0.0008019815501320027,4,1
108,BIM,-0.0009266244930384859,4,1
109,FOXO3,-0.0010830370569706593,4,1
110,NOS3,-0.0013981795644432138,4,1
111,PRB,-0.0015593286913127002,4,1
112,PG,-0.0018330180612078362,4,1
113,IVEBP1,-0.0018800716480695812,4,1
114,KMT2D,-0.002253647370655365,4,1
115,FOXO1,-0.0024043362757962816,4,1
116,MTORC1_c,-0.00487318910589718,4,1
0,PGR,0.08500267229310432,0,2
1,NFKB1,0.011098251840062412,0,2
2,INS,0.009925986648945506,0,2
3,HES1,0.005730097491053909,0,2
4,PTEN,0.0038156325162019833,0,2
5,ES,0.003576909360641589,0,2
6,HEY1,0.0025435558578781325,0,2
7,S6K1,0.0024208666203675566,0,2
8,FOXO3,0.0022469973554641864,0,2
9,FADD,0.002054685538926515,0,2
10,MYOD1,0.0017874109976510066,0,2
11,BCL2,0.001616407601832237,0,2
12,IVEBP1,0.0015181679655333902,0,2
13,HSP90AA1,0.0014675189149246926,0,2
14,SOS1,0.0014071178473538115,0,2
15,NCID,0.0013017170555158497,0,2
16,P21,0.0012890600715799172,0,2
17,RND1,0.0010157688356687844,0,2
18,IL6R,0.0010033420309166763,0,2
19,MCL1,0.0009629075335921833,0,2
20,SRC,0.0009397552631614792,0,2
21,NRG1,0.0009350826294521886,0,2
22,BIM,0.0008944280739382471,0,2
23,PRKACA,0.0008839710446072457,0,2
24,PAX7,0.0007777913744304588,0,2
25,MYC,0.0007663511945684709,0,2
26,PDPK1,0.0006906773644815845,0,2
27,FZD3,0.0005397681717079772,0,2
28,STAT3,0.00048238546346623945,0,2
29,CASP8,0.0003509047530680931,0,2
30,MTORC1_c,0.00033953415753540384,0,2
31,DVL1,0.00030538788787204396,0,2
32,AXIN1,0.00027405389421342186,0,2
33,FAS,0.00025587170096941225,0,2
34,DC,0.000251546855631668,0,2
35,ERK_i,0.00022100493004117983,0,2
36,JUN,0.0001889825883253371,0,2
37,CYCS,0.00016486238002777487,0,2
38,PIM,0.0001642176189649014,0,2
39,BID,0.00014129966983034148,0,2
40,APC,0.000123844438519205,0,2
41,IL8,0.00012032660677996354,0,2
42,MYOG,0.00011629138373114856,0,2
43,RAF1,8.901286115448048e-05,0,2
44,ESR1,6.781387957743856e-05,0,2
45,PAK1,6.495784759985579e-05,0,2
46,WNT1,6.44853278359836e-05,0,2
47,IGF1,3.225721363575573e-05,0,2
48,NOS3,2.526999643259753e-05,0,2
49,MDM2,2.0373590913336237e-05,0,2
50,LATS1,1.947886580955238e-05,0,2
51,STAT5,1.432937631706821e-05,0,2
52,CASP3,-1.2152409485932658e-05,0,2
53,FASLG,-2.3266915211150874e-05,0,2
54,P53,-2.8723936409513762e-05,0,2
55,CTNNB1,-3.678336597501275e-05,0,2
56,MAPK8,-3.916664483782917e-05,0,2
57,IL6,-4.317085833183132e-05,0,2
58,TCF4,-4.7110036124897725e-05,0,2
59,CDKN2A,-5.3954700448111126e-05,0,2
60,STAT1,-6.586636444427807e-05,0,2
61,EGF,-7.097537725864189e-05,0,2
62,RAS_i,-8.36775858964467e-05,0,2
63,PAK2,-8.625853069699208e-05,0,2
64,ABL2,-8.826485478730106e-05,0,2
65,ABL1,-9.694220260025865e-05,0,2
66,GRB2,-0.00010266528876912151,0,2
67,STK11,-0.00012089315532082257,0,2
68,TEAD1,-0.00015153434791059794,0,2
69,GSK3B,-0.000153587833757296,0,2
70,CEBPB,-0.00015714589555770875,0,2
71,FOXO1,-0.0001642896673398342,0,2
72,RELA,-0.0001661306106439664,0,2
73,YAP1,-0.0001678045429709396,0,2
74,NF2,-0.00019142404860383877,0,2
75,PI3K_c,-0.0002118775386193983,0,2
76,HER3,-0.00023931459785697662,0,2
77,SGK1,-0.00024799995643964845,0,2
78,CREB1,-0.0002518267601220314,0,2
79,JAK2,-0.0002518339050744389,0,2
80,IRS1,-0.0002947974733723546,0,2
81,BCLXL,-0.0002949660145602495,0,2
82,HER2,-0.00029565883722026953,0,2
83,AKT_i,-0.0002997290769366501,0,2
84,GATA3,-0.00031832326866076954,0,2
85,BAX,-0.000323724051909946,0,2
86,BAD,-0.000352989655796887,0,2
87,KRT14,-0.0003578405048693112,0,2
88,PRB,-0.0004022673632403384,0,2
89,MEK_i,-0.00040351049065767697,0,2
90,INSR,-0.00040680762882883137,0,2
91,CASP9,-0.0004502915133748342,0,2
92,PPARG,-0.00045231482758067987,0,2
93,GRB7,-0.00047715213571875026,0,2
94,CYCLIN_D_c,-0.00047916529619440595,0,2
95,RAC1,-0.0004888501140445367,0,2
96,MTORC2_c,-0.0005402204373959885,0,2
97,NOTCH1,-0.0005635633059916101,0,2
98,KMT2D,-0.0005852387588902719,0,2
99,E2F1,-0.0005922040894740244,0,2
100,HRAS,-0.0006108118168530741,0,2
101,RHEB,-0.0006530167705623979,0,2
102,PRKAA2,-0.0006612804394096061,0,2
103,TWIST1,-0.0006685952337495138,0,2
104,TRADD,-0.0006784789515101863,0,2
105,DLL_i,-0.0007020793853186325,0,2
106,NEDD4L,-0.0007467455162080139,0,2
107,LCK,-0.0008017552771398817,0,2
108,TSC2,-0.0008183665168760568,0,2
109,PG,-0.000849473278919155,0,2
110,IGF1R,-0.001011340117315629,0,2
111,IL1B,-0.001051370395619311,0,2
112,EGFR,-0.0014372786080389943,0,2
